,username,tweet4original
8643,Agenzia_Italia,Le #multinazionali #digitali sono raddoppiate in 5 anni https://t.co/D6Ru01pfXJ
8645,OKFN,Data is a Team Sport: Data-Driven #Journalism https://t.co/KzmnJbYjVT #ddj @SchoolOfData #scoda #data #opendata?€? https://t.co/QoDFAATCel
8647,baekdal,Uh... good. But 'according to comScore'. Is that 1st party or 3rd party data? (it isn't apparent from looking at th?€? https://t.co/BHeFuHAbiz
8648,MarkAmesExiled,"@yashalevine He tries to shift debate to pseudo-technical ""evidence"" rather than context/credibility, as if journal?€? https://t.co/39VTCftfOQ"
8650,chrishams,"Love telling stories from data? There's a job for that, at the heart of government:  https://t.co/gBsYTLItdJ #data #datajournalism"
8652,smartin,@kitlovelace Now that's data journalism.
8655,AP_CorpComm,Data journalism chapter debuts in 2017 AP Stylebook: https://t.co/1ap64FF9lJ
8656,GENinnovate,"How to measure success in #datajournalism, + other tips from experts at the Data Journalism Unconference #ddjUnconf https://t.co/Ose250PWEr"
8657,WendyBrandes,"Renate Brauner, an executive city councillor of Vienna, at Data Journalism Awards #livetweeting #gensummit https://t.co/oFCihoKmcX"
8659,UOsojc,Miss C.W. Anderson's #Demystifying talk on #DataJournalism? Read @sami_edge's story on @MediaShiftOrg: https://t.co/gbSlE6rIwn
8660,brooklynmarie,Data has a place in journalism but data is not in and of itself journalism and should never have been treated as su?€? https://t.co/5NOOq5jSBr
8663,Rosental,"""Python for Data Journalists: Analyzing Money in Politics."" Sign up now for FREE online course with @palewire #ddj?€? https://t.co/LfzI5xdqG0"
8667,mtdukes,"And/or, let's talk about how to build a computer-assisted reporting community that never stops learning https://t.co/eNj1KdGOF5 #IRE17"
8669,BD_Africa,Congratulations to @BD_Africa 's Annie Njanja for winning Data Journalism public choice award. @NationMediaGrp?€? https://t.co/efZhZQuHz4
8671,HangoutsPer,Ocho proyectos latinoamericanos est??n entre los finalistas de los Data Journalism Awards 2017?€? https://t.co/lcKggRfJgW
8673,pang,"In food journalism, notice who puts in the work. Who weaves context and utility, and who settles for photo gallery-?€? https://t.co/ROkRbiXLPn"
8674,srfdata,"Inspiring datajournalism in broadcast news - Thanks for including us, @paulbradshaw https://t.co/0aUB5guute #ddj"
8675,albertocairo,"Hello, Iowa, #VisualTrumpery is on Wednesday at 5:30pm: https://t.co/6QC42KYYk3 #dataviz #infographics #ddj?€? https://t.co/uPiHkI5Iwq"
8676,Rosental,"""Python for Data Journalists: Analyzing Money in Politics."" Sign up now. FREE online course with @palewire. Pls RT?€? https://t.co/JsI2kYgKYX"
8679,Agenzia_Italia,#rifugiati I numeri dei flussi in Italia e i principali Paesi di provenienza. Dati alla mano. https://t.co/S8gBH9ULKP
8685,GENinnovate,"#DJA2017?€?The best work in the field of #datajournalism
573 submissions
63 shorlisted projects
12 winners????
#gensummit
https://t.co/pJijI4h6nj"
8686,ForeignAsst_gov,&lt;2 wks left to submit your #bigdata innovations to fill global #genderdata gaps: https://t.co/Mf2jSNyUu1 @nrblecker @Data2X #BigData4Gender
8687,rwklose,"""The Great Orb is a m??salliance, a morganatic match....To the rich he brings vitality; too often to the poor death.""
https://t.co/GJYn2dQE5n"
8688,jandrewpotter,Run don't walk https://t.co/xBTiGqaPae
8690,RTEDigital,Google News Labs &amp; @rte sponsor European Data Journalism Conference @datajconf #datajconf @UCD_iSchool @Bahareh360 https://t.co/9Du3dANJZp
8691,riotta,I numeri @CatchyBigData per @LaStampa sulle elezioni in Gran Bretagna. Il data journalism at work https://t.co/xBFdMm43qh
8692,globeandmail,"Globe #Unfounded investigation wins international data journalism award
https://t.co/xuA5IE9WKK https://t.co/rlzbGsoM30"
8694,jackspeer1,Data Journalism Awards 2017 One more way #WeMakeNPR. Congrats to all the winners! https://t.co/q9tOutHgcL
8698,dziennikarz,"Absolutnie popieram tego go??cia. Facebook tak ograniczy?? dost??p do danych, ??e praktycznie nie da si?? z nich sensown?€? https://t.co/fc9YuiR5D1"
8701,themaastrix,.@nicolaskb - thanks for pioneering and cu on the other side! Let me know what's next for you! https://t.co/J182Ok6A9Q
8702,ron_miller,This sounds really cool. cc/@michellemanafy https://t.co/v8p0MBT1F5
8705,AssociatedPress,Thanks to @Poynter and @SamanthaSunne for highlighting our collaboration with the Microsoft Data Journalism Program: https://t.co/h1d3nRQnTO
8707,riotta,@clafer1 Fanno parte di data journalism
8708,raju,In India https://t.co/78WkVbmZHD
8709,Harry_Stevens,"We are accepting applications for a six-month, paid data journalism fellowship at @htTweets, @livemint, and?€? https://t.co/zXfQt4RAem"
8713,Info_Activism,"The European Investigative Journalism &amp; Dataharvest Conference (Mechelen, Belgium) https://t.co/Jurz2S4pYY"
8714,gijn,@albertocairo @Gramener Just a note. We featured your tweet on @Gramener's tool visualizing voting similarities in?€? https://t.co/38JoGJbh0m
8716,Brian_Riedl,"@HeidiPrzybyla You publicly misrepresent my research, dismiss it, then claim that you have the facts &amp; I do not

I?€? https://t.co/QTIEIFiqLN"
8720,Agenzia_Italia,"#XF11 (tutti i numeri)
Il singolo di @EnricoNigiotti, su #Spotify, ?? leggermente sotto all'invidiabile soglia dei 2?€? https://t.co/kuBBVMrOY9"
8721,gijn,"""Data journalism can uncover story angles you didn't even know existed before and will make your company stand out?€? https://t.co/47TOIPNVZx"
8723,neo4j,"Weekly roundup from Monday:

The @ICIJorg Releases #Neo4j Desktop Download of #ParadisePapers?€? https://t.co/MpPtVD6gtS"
8724,stuartathompson,"And the most-trafficked Opinion piece of the year was an unconventional data project - ""Trump's Lies"" https://t.co/jiekhBjtjP"
8726,GregIenco,"????Non, non, il y a moins d?€?in??galit??s, les gens sont beaucoup plus riches????

En fait, non ?????? https://t.co/OW2la8L7Ep"
8728,GibranAshraf,"While officials can keep on claiming, the data tells a different story - using #datajournalism everyday: K-P school?€? https://t.co/s0nriHaGXh"
8730,ElanaBeiser,Journalism is not dead. But at least 37 journalists have been killed worldwide this year alone because of their com?€? https://t.co/iIOFDrGz58
8732,AnMilz,Thx! The results are really worthful for practise  - it was fun to produce them ;-)) https://t.co/t2QD5WBwGp https://t.co/W67NrAJE1z
8733,thrasherxy,Talking opinion writing with journalism students at City College - answered questions from how to find tax and stat?€? https://t.co/8I0XTnUz3r
8737,GENinnovate,"?€?At a time when the very notions of truth and lies and facts are under attack and disputed every day,?€? https://t.co/jBQ3ztnxNR"
8738,SStirling,"This is terrific, and speaks to a lot of the concerns/issues I've had with academia and journalism. https://t.co/4eH8tuMzgC"
8747,humbercollege,Explore how #BigData drives storytelling in today's media.  Join us &amp; @medialivelab tomorrow as some of Canada?€?s mo?€? https://t.co/xpxmqEur6p
8750,AlxThomp,"trash? yes, all reporters stop reporting and talking to people. Or maybe data journalism and shoeleather journalism?€? https://t.co/J7PapGWa7J"
8752,MichaelSalamone,@1dumb_smart_guy I don't think there's anything fake about it. It's a user run social network focused on independen?€? https://t.co/54vdrjLWSz
8753,MariannaBruschi,"Domani #italiadelleslot #staytuned -&gt; Datajournalism, 'L'Italia delle slot': al via il nuovo lavoro del Visual Lab?€? https://t.co/2I2g7SJrDD"
8754,KirkDBorne,Definitive Guides to All Things Data ?€? #BigData #DataScience #DataLake #BI #MachineLearning #DigitalMarketing #DDJ?€? https://t.co/MXucBVmWdl
8755,AssociatedPress,"Possibilities include streamlining workflows, automating mundane tasks, crunching more data &amp; digging out insights: https://t.co/R9L4yEWMHS"
8756,alexposadzki,Part of the team behind the @globeandmail's #unfounded project (minus @robyndoolittle) discusses the story behind t?€? https://t.co/xxmQC353ih
8758,LouiseMensch,He also added this piece which is one of my favorites and builds on crowdsourced journalism on @Patribotics - that?€? https://t.co/5HPC0UIRFN
8761,GENinnovate,"Coming soon, the Den: a new hub for the #DataJournalism community?€?
Beta launching in February 2018.
Sign up today ?????€? https://t.co/zy2pVlpR7f"
8764,nikkiusher,@jmart181 @ChelseaJulian @SethCLewis @dfreelon @JeremyLittau @rodzam We also need a reality touchdown when it comes?€? https://t.co/xqpnh09q4s
8765,AP_CorpComm,How data journalism tools revealed segregation in US charter schools. See our blog: https://t.co/TVo0hlXoot
8766,GwenLister1,"Missing, and largely forgotten heroes of independent journalism in #Eritrea. The government, one of the world?€?s wor?€? https://t.co/i34gIPi9fT"
8767,scottlincicome,"@tgriffinnc Yep. They picked one guy who wasn't thrilled, interviewed a left-leaning tax guy, avoided the booming a?€? https://t.co/yshzmTFL20"
8768,enamara,@GoslinoJ So the trick is that the declaration forms for elections suddenly get lost. The data on these forms is ne?€? https://t.co/NPGTtTeXGc
8772,kamal_hothi,@ICFJKnight It's really cool to see a burgeoning data journalism scene in India. So many opportunities and at such scale.
8775,Agenzia_Italia,"#XF11 (tutti i numeri)
@mengonimarco, vincitore nel 2009, ?? senza dubbio l?€?artista con un maggiore successo di pubb?€? https://t.co/2iydvI8oRW"
8777,MartinBelam,"Also, I am doing a data journalism. Fear me."
8778,EvanSinar,Seven Trends in Data Visualization | Global Investigative Journalism Conference 2017 https://t.co/RxortplyUI?€? https://t.co/7U4XU1TKYj
8780,gijnAfrica,Don't miss out on this on https://t.co/Ip5VLqbZSW as well: Bringing #Data Journalism to #China?€? https://t.co/X3zZNedVos
8785,opengovpart,"For ?€?Humans of #opengov?€? at the #DatacampOGP, we heard from @Rominacolman, Data Producer at La Nacion Data (Data Jo?€? https://t.co/k3Ytr1pSe3"
8791,jwyg,@pinardag @gijn @ddjournalism @ejcnet @GENinnovate @knightfdn @MaJinxin @smfrogers @dancow @kleinmatic @github That?€? https://t.co/CrYO5q4P6j
8795,GENinnovate,How do you go about investigating corruption and finding the data that your government or powerful individuals want?€? https://t.co/77izTbMjKX
8800,BobBrigham,"UPDATE: I just followed up on the story I wrote about @FiveThirtyEight ?€? you know, the report on ethics in?€? https://t.co/2RLFZg6Co4"
8802,CittadinidiTwtt,"Reggio Emilia, al via un progetto di #datajournalism per insegnare agli studenti a raccontare gli #OpenData?€? https://t.co/tKCYYpvCZ3"
8803,gijnAfrica,Missed it on https://t.co/Ip5VLqbZSW: Bringing #Data Journalism to #China https://t.co/1LcSPUxgl1 https://t.co/ID1CmJTxFV
8805,ChrisBolman,what makes an already excellent data journalism project even stronger is open-sourcing the findings. already seeing?€? https://t.co/5fslcx110n
8806,EdwardEgrosFox4,@damianradcliffe Really enjoyed your piece on data journalism tips.  As someone who incorporates analytics into TV?€? https://t.co/Z3XerXcFyA
8808,dancow,"This is real-world data journalism. 

And also: This is real-world data, journalism. https://t.co/y3Yz5RG6NH"
8809,gijn,Property prices continue to rise in cities at-risk of natural disasters. @ftproperty looks at the economic costs &amp;?€? https://t.co/j4eM3r9VDW
8810,Agenzia_Italia,"#XF11 (tutti i numeri)
Chi ?? andato meglio su @SpotifyItaly tra i 4 finalisti di #XFactor?  https://t.co/PQyo78QsG2?€? https://t.co/5iPWbHkF9k"
8811,Schrader_Adam,I love when entertainment news uses data journalism. https://t.co/CujshGPhNy https://t.co/1ToE0Aw7yZ
8814,cbaxter1,"Susan Pfost died in a car crash. Her hand was amputated in the wreck, and wasn't recovered by the medical examiner'?€? https://t.co/EaPEVfyRRg"
8817,AdamSinger,"To end this thread, let's focus machine learning on detecting cancer, solving data/biz challenges, analyzing geneti?€? https://t.co/BStc2Qob90"
8818,Agenzia_Italia,"#XF11 (tutti numeri)
I cantanti che hanno avuto pi?? successo dopo #XFactor hanno all?€?attivo almeno una partecipazio?€? https://t.co/WwiR2HIYxG"
8821,ICFJKnight,Apply now! We're looking for #datajournalism experts for an ICFJ Knight Fellowship in Central/Eastern Europe with?€? https://t.co/Y9QntbE4Gf
8824,patrick_hruby,Legalized gambling probably will help sports journalism quite a bit via ad revenue https://t.co/OlJjGJ1Vie
8825,Authentic8,"Beyond the Daily Data Breach

8 industry experts on cybersecurity in #journalism https://t.co/9ZvHzniqeu?€? https://t.co/L53RZzIesB"
8826,damianradcliffe,"New by me this week:

@HuffPost Millennial Media Habits https://t.co/17kDbUYfOo 

@ZDNet eCommerce in the Middle Ea?€? https://t.co/lo7KsbUce8"
8830,Agenzia_Italia,"#XF11 (tutti i numeri)
L?€?inizio della vita del format internazionale di #XFactor, creato da Simon #Cowell, ?? cominc?€? https://t.co/Bm49nosf6A"
8831,xocasgv,@kleinmatic @maartenzam We had similar experiences at @guardian ?€? basically broke the record with every result page?€? https://t.co/Y8NjSYHEiD
8834,stranahan,"I actually agree with you 100% on this point, but it's interesting data about what people are interested in. 

Huck?€? https://t.co/YX0GgWrrx9"
8836,jwyg,Just published: preview of how we're approaching new edition of The Data Journalism Handbook:?€? https://t.co/zi29W5PD0N
8837,henkvaness,This frontpage of @guardian you will never see in public. Datajournalist @HelenaBengtsson said goodbye to her newsp?€? https://t.co/qQofNVuzn9
8839,mattinodipadova,"Datajournalism, 'L'Italia delle slot'; al via il nuovo lavoro del Visual Lab e Gruppo Gedi https://t.co/54a9CzxOyE https://t.co/9f3HMLAQLt"
8840,derekwillis,"@jadviser Sure, but a number of data journalism jobs do pay better than other journalism jobs. I'm not sure the aca?€? https://t.co/B8i4qqNqcN"
8843,Alex_Panetta,@didouche_83 @MrSeanGordon Know what - this would make an excellent data sports-journalism project.
8847,mattwaite,I?€?m going to do the anti-Twitter and take time to think about @derekwillis and the issues he raises about academics?€? https://t.co/v0Riv3lYUh
8850,rschallom,"If you?€?re looking for a job in visual or data journalism, digital strategy or digital producing in a newsroom, you?€? https://t.co/hCw5VNynhk"
8851,TheChalkOutline,The latest Newsroom Daily! https://t.co/8fg0VaQMPE #datadrivenjournalism
8853,DavidMastio,Or How Blue America ships its homeless population to Red America one bus trip at a time. #caring https://t.co/fp839pizwX
